Frame,Drop Height,Change,Distance
1617,73,0,0
1618,73,0,0
1619,73,0,0
1620,73,0,0
1621,73,0,0
1622,73,0,0
1623,743,670,0
1624,743,0,0
1625,743,0,0
1626,743,0,0
1627,743,0,0
1628,743,0,0
1629,743,0,0
1630,743,0,0
1631,743,0,0
1632,743,0,0
1633,720,-23,0
1634,720,0,0
1635,743,23,0
1636,743,0,0
1637,73,-670,0
1638,85,12,0
1639,719,634,0
1640,714,-5,0
1641,73,-641,0
1642,742,669,0
1643,742,0,0
1644,743,1,0
1645,709,-34,0
1646,743,34,0
1647,743,0,0
1648,743,0,0
1649,743,0,0
1650,743,0,0
1651,744,1,0
1652,744,0,0
1653,744,0,0
1654,744,0,0
1655,745,1,0
1656,74,-671,0
1657,745,671,0
1658,744,-1,0
1659,744,0,0
1660,744,0,0
1661,744,0,0
1662,744,0,0
1663,744,0,0
1664,744,0,0
1665,744,0,0
1666,744,0,0
1667,744,0,0
1668,742,-2,0
1669,73,-669,0
1670,73,0,0
1671,181,108,0
1672,83,-98,0
1673,83,0,0
1674,73,-10,0
1675,73,0,0
1676,73,0,0
1677,73,0,0
1678,73,0,0
1679,73,0,0
1680,73,0,0
1681,73,0,0
1682,750,677,0
1683,750,0,0
1684,750,0,0
1685,73,-677,0
1686,73,0,0
1687,73,0,0
1688,182,109,0
1689,84,-98,0
1690,751,667,0
1691,753,2,0
1692,753,0,0
1693,753,0,0
1694,753,0,0
1695,753,0,0
1696,745,-8,0
1697,74,-671,0
1698,74,0,0
1699,73,-1,0
1700,744,671,0
1701,744,0,0
1702,744,0,0
1703,73,-671,0
1704,73,0,0
1705,73,0,0
1706,73,0,0
1707,182,109,0
1708,73,-109,0
1709,73,0,0
1710,73,0,0
1711,182,109,0
1712,73,-109,0
1713,73,0,0
1714,73,0,0
1715,182,109,0
1716,182,0,0
1717,73,-109,0
1718,73,0,0
1719,182,109,0
1720,85,-97,0
1721,714,629,0
1722,714,0,0
1723,182,-532,0
1724,182,0,0
1725,182,0,0
1726,85,-97,0
1727,73,-12,0
1728,182,109,0
1729,182,0,0
1730,182,0,0
1731,85,-97,0
1732,85,0,0
1733,73,-12,0
1734,182,109,0
1735,73,-109,0
1736,73,0,0
1737,73,0,0
1738,73,0,0
1739,714,641,0
1740,85,-629,0
1741,714,629,0
1742,714,0,0
1743,73,-641,0
1744,73,0,0
1745,73,0,0
1746,714,641,0
1747,714,0,0
1748,714,0,0
1749,714,0,0
1750,714,0,0
1751,714,0,0
1752,73,-641,0
1753,182,109,0
1754,182,0,0
1755,73,-109,0
1756,182,109,0
1757,714,532,0
1758,714,0,0
1759,73,-641,0
1760,73,0,0
1761,73,0,0
1762,74,1,0
1763,73,-1,0
1764,74,1,0
1765,182,108,0
1766,182,0,0
1767,714,532,0
1768,73,-641,0
1769,714,641,0
1770,714,0,0
1771,182,-532,0
1772,182,0,0
1773,182,0,0
1774,73,-109,0
1775,73,0,0
1776,73,0,0
1777,73,0,0
1778,73,0,0
1779,73,0,0
1780,73,0,0
1781,73,0,0
1782,91,18,0
1783,73,-18,0
1784,182,109,0
1785,748,566,0
1786,748,0,0
1787,748,0,0
1788,747,-1,0
1789,747,0,0
1790,747,0,0
1791,754,7,0
1792,754,0,0
1793,859,105,0
1794,859,0,0
1795,859,0,0
1796,859,0,0
1797,859,0,0
1798,859,0,0
1799,859,0,0
1800,859,0,0
1801,859,0,0
1802,859,0,0
1803,859,0,0
1804,754,-105,0
1805,754,0,0
1806,754,0,0
1807,755,1,0
1808,755,0,0
1809,860,105,0
1810,860,0,0
1811,860,0,0
1812,757,-103,0
1813,758,1,0
1814,758,0,0
1815,758,0,0
1816,758,0,0
1817,758,0,0
1818,758,0,0
1819,758,0,0
1820,82,-676,0
1821,82,0,0
1822,82,0,0
1823,74,-8,0
1824,74,0,0
1825,85,11,0
1826,85,0,0
1827,85,0,0
1828,85,0,0
1829,85,0,0
1830,85,0,0
1831,74,-11,0
1832,74,0,0
1833,74,0,0
1834,74,0,0
1835,74,0,0
1836,75,1,0
1837,75,0,0
1838,714,639,0
1839,714,0,0
1840,85,-629,0
1841,75,-10,0
1842,81,6,0
1843,74,-7,0
1844,74,0,0
1845,74,0,0
1846,74,0,0
1847,74,0,0
1848,74,0,0
1849,74,0,0
1850,74,0,0
1851,74,0,0
1852,74,0,0
1853,74,0,0
1854,74,0,0
1855,74,0,0
1856,74,0,0
1857,74,0,0
1858,74,0,0
1859,74,0,0
1860,74,0,0
1861,83,9,0
1862,725,642,0
1863,725,0,0
1864,725,0,0
1865,725,0,0
1866,74,-651,0
1867,74,0,0
1868,720,646,0
1869,720,0,0
1870,720,0,0
1871,720,0,0
1872,720,0,0
1873,720,0,0
1874,720,0,0
1875,720,0,0
1876,725,5,0
1877,81,-644,0
1878,81,0,0
1879,81,0,0
1880,83,2,0
1881,83,0,0
1882,83,0,0
1883,74,-9,0
1884,83,9,0
1885,721,638,0
1886,714,-7,0
1887,83,-631,0
1888,721,638,0
1889,81,-640,0
1890,81,0,0
1891,721,640,0
1892,183,-538,0
1893,183,0,0
1894,183,0,0
1895,182,-1,0
1896,74,-108,0
1897,74,0,0
1898,74,0,0
1899,74,0,0
1900,74,0,0
1901,74,0,0
1902,74,0,0
1903,74,0,0
1904,74,0,0
1905,74,0,0
1906,75,1,0
1907,75,0,0
1908,75,0,0
1909,75,0,0
1910,75,0,0
1911,183,108,0
1912,80,-103,0
1913,82,2,0
1914,81,-1,0
1915,81,0,0
1916,81,0,0
1917,81,0,0
1918,81,0,0
1919,81,0,0
1920,81,0,0
1921,81,0,0
1922,82,1,0
1923,82,0,0
1924,82,0,0
1925,82,0,0
1926,74,-8,0
1927,74,0,0
1928,74,0,0
1929,74,0,0
1930,74,0,0
1931,76,2,0
1932,76,0,0
1933,81,5,0
1934,81,0,0
1935,74,-7,0
1936,74,0,0
1937,81,7,0
1938,81,0,0
1939,95,14,0
1940,79,-16,0
1941,74,-5,0
1942,183,109,0
1943,95,-88,0
1944,95,0,0
1945,74,-21,0
1946,183,109,0
1947,721,538,0
1948,721,0,0
1949,721,0,0
1950,183,-538,0
1951,757,574,0
1952,752,-5,0
1953,757,5,0
1954,758,1,0
1955,758,0,0
1956,758,0,0
1957,758,0,0
1958,758,0,0
1959,758,0,0
1960,859,101,0
1961,859,0,0
1962,859,0,0
1963,859,0,0
1964,859,0,0
1965,859,0,0
1966,859,0,0
1967,859,0,0
1968,84,-775,0
1969,91,7,0
1970,91,0,0
1971,91,0,0
1972,91,0,0
1973,84,-7,0
1974,82,-2,0
1975,82,0,0
1976,82,0,0
1977,91,9,0
1978,91,0,0
1979,82,-9,0
1980,82,0,0
1981,715,633,0
1982,859,144,0
1983,84,-775,0
1984,82,-2,0
1985,82,0,0
1986,84,2,0
1987,84,0,0
1988,84,0,0
1989,84,0,0
1990,84,0,0
1991,84,0,0
1992,84,0,0
1993,84,0,0
1994,183,99,0
1995,183,0,0
1996,721,538,0
1997,183,-538,0
1998,183,0,0
1999,183,0,0
2000,183,0,0
2001,721,538,0
2002,75,-646,0
2003,75,0,0
2004,75,0,0
2005,75,0,0
2006,75,0,0
2007,75,0,0
2008,75,0,0
2009,75,0,0
2010,75,0,0
2011,75,0,0
2012,84,9,0
2013,84,0,0
2014,84,0,0
2015,84,0,0
2016,75,-9,0
2017,75,0,0
2018,75,0,0
2019,75,0,0
2020,75,0,0
2021,75,0,0
2022,75,0,0
2023,75,0,0
2024,75,0,0
2025,75,0,0
2026,75,0,0
2027,75,0,0
2028,75,0,0
2029,75,0,0
2030,75,0,0
2031,75,0,0
2032,75,0,0
2033,75,0,0
2034,75,0,0
2035,75,0,0
2036,75,0,0
2037,75,0,0
2038,75,0,0
2039,75,0,0
2040,82,7,0
2041,82,0,0
2042,75,-7,0
2043,75,0,0
2044,75,0,0
2045,75,0,0
2046,75,0,0
2047,75,0,0
2048,75,0,0
2049,75,0,0
2050,75,0,0
2051,75,0,0
2052,82,7,0
2053,82,0,0
2054,82,0,0
2055,82,0,0
2056,82,0,0
2057,82,0,0
2058,75,-7,0
2059,75,0,0
2060,75,0,0
2061,82,7,0
2062,82,0,0
2063,82,0,0
2064,82,0,0
2065,82,0,0
2066,82,0,0
2067,82,0,0
2068,75,-7,0
2069,689,614,0
2070,689,0,0
2071,75,-614,0
2072,75,0,0
2073,75,0,0
2074,75,0,0
2075,75,0,0
2076,75,0,0
2077,75,0,0
2078,75,0,0
2079,75,0,0
2080,75,0,0
2081,75,0,0
2082,75,0,0
2083,82,7,0
2084,82,0,0
2085,75,-7,0
2086,82,7,0
2087,82,0,0
2088,82,0,0
2089,82,0,0
2090,82,0,0
2091,82,0,0
2092,82,0,0
2093,82,0,0
2094,82,0,0
2095,82,0,0
2096,82,0,0
2097,75,-7,0
2098,75,0,0
2099,75,0,0
2100,183,108,0
2101,82,-101,0
2102,82,0,0
2103,75,-7,0
2104,75,0,0
2105,75,0,0
2106,80,5,0
2107,75,-5,0
2108,75,0,0
2109,183,108,0
2110,183,0,0
2111,690,507,0
2112,721,31,0
2113,84,-637,0
2114,84,0,0
2115,84,0,0
2116,75,-9,0
2117,75,0,0
2118,721,646,0
2119,721,0,0
2120,721,0,0
2121,721,0,0
2122,721,0,0
2123,721,0,0
2124,721,0,0
2125,721,0,0
2126,721,0,0
2127,721,0,0
2128,721,0,0
2129,721,0,0
2130,721,0,0
2131,721,0,0
2132,721,0,0
2133,726,5,0
2134,721,-5,0
2135,721,0,0
2136,75,-646,0
2137,744,669,0
2138,744,0,0
2139,744,0,0
2140,726,-18,0
2141,726,0,0
2142,726,0,0
2143,80,-646,0
2144,75,-5,0
2145,75,0,0
2146,75,0,0
2147,75,0,0
2148,75,0,0
2149,75,0,0
2150,75,0,0
2151,75,0,0
2152,75,0,0
2153,75,0,0
2154,726,651,0
2155,715,-11,0
2156,715,0,0
2157,715,0,0
2158,715,0,0
2159,715,0,0
2160,715,0,0
2161,726,11,0
2162,726,0,0
2163,726,0,0
2164,726,0,0
2165,726,0,0
2166,726,0,0
2167,859,133,0
2168,859,0,0
2169,75,-784,0
2170,859,784,0
2171,859,0,0
2172,747,-112,0
2173,747,0,0
2174,747,0,0
2175,760,13,0
2176,760,0,0
2177,760,0,0
2178,760,0,0
2179,760,0,0
2180,726,-34,0
2181,84,-642,0
2182,84,0,0
2183,84,0,0
2184,726,642,0
2185,726,0,0
2186,726,0,0
2187,726,0,0
2188,726,0,0
2189,726,0,0
2190,726,0,0
2191,859,133,0
2192,859,0,0
2193,859,0,0
2194,859,0,0
2195,762,-97,0
2196,762,0,0
2197,762,0,0
2198,761,-1,0
2199,761,0,0
2200,760,-1,0
2201,859,99,0
2202,859,0,0
2203,859,0,0
2204,746,-113,0
2205,745,-1,0
2206,745,0,0
2207,742,-3,0
2208,743,1,0
2209,743,0,0
2210,743,0,0
2211,744,1,0
2212,743,-1,0
2213,744,1,0
2214,743,-1,0
2215,743,0,0
2216,743,0,0
2217,744,1,0
2218,744,0,0
2219,746,2,0
2220,744,-2,0
2221,744,0,0
2222,744,0,0
2223,744,0,0
2224,744,0,0
2225,744,0,0
2226,744,0,0
2227,744,0,0
2228,745,1,0
2229,745,0,0
2230,745,0,0
2231,745,0,0
2232,83,-662,0
2233,83,0,0
2234,77,-6,0
2235,77,0,0
2236,726,649,0
2237,726,0,0
2238,184,-542,0
2239,83,-101,0
2240,83,0,0
2241,184,101,0
2242,184,0,0
2243,726,542,0
2244,726,0,0
2245,83,-643,0
2246,83,0,0
2247,184,101,0
2248,184,0,0
2249,726,542,0
2250,184,-542,0
2251,184,0,0
2252,184,0,0
2253,184,0,0
2254,184,0,0
2255,184,0,0
2256,184,0,0
2257,184,0,0
2258,184,0,0
2259,184,0,0
2260,184,0,0
2261,184,0,0
2262,184,0,0
2263,184,0,0
2264,184,0,0
2265,747,563,0
2266,747,0,0
2267,747,0,0
2268,747,0,0
2269,745,-2,0
2270,745,0,0
2271,184,-561,0
2272,184,0,0
2273,184,0,0
2274,184,0,0
2275,184,0,0
2276,184,0,0
2277,184,0,0
2278,184,0,0
2279,184,0,0
2280,184,0,0
2281,184,0,0
2282,184,0,0
2283,184,0,0
2284,184,0,0
2285,184,0,0
2286,716,532,0
2287,722,6,0
2288,722,0,0
2289,726,4,0
2290,726,0,0
2291,184,-542,0
2292,726,542,0
2293,184,-542,0
2294,726,542,0
2295,726,0,0
2296,184,-542,0
2297,184,0,0
2298,716,532,0
2299,716,0,0
2300,184,-532,0
2301,184,0,0
2302,184,0,0
2303,184,0,0
2304,184,0,0
2305,716,532,0
2306,716,0,0
2307,184,-532,0
2308,184,0,0
2309,184,0,0
2310,184,0,0
2311,716,532,0
2312,716,0,0
2313,184,-532,0
2314,716,532,0
2315,716,0,0
2316,722,6,0
2317,722,0,0
2318,722,0,0
2319,722,0,0
2320,722,0,0
2321,722,0,0
2322,722,0,0
2323,722,0,0
2324,722,0,0
2325,722,0,0
2326,722,0,0
2327,722,0,0
2328,722,0,0
2329,722,0,0
2330,722,0,0
2331,722,0,0
2332,722,0,0
2333,716,-6,0
2334,716,0,0
2335,184,-532,0
2336,716,532,0
2337,184,-532,0
2338,184,0,0
2339,184,0,0
2340,184,0,0
2341,716,532,0
2342,184,-532,0
2343,716,532,0
2344,716,0,0
2345,716,0,0
2346,184,-532,0
2347,184,0,0
2348,184,0,0
2349,184,0,0
2350,716,532,0
2351,722,6,0
2352,722,0,0
2353,716,-6,0
2354,716,0,0
2355,716,0,0
2356,716,0,0
2357,716,0,0
2358,716,0,0
2359,716,0,0
2360,716,0,0
2361,716,0,0
2362,716,0,0
2363,716,0,0
2364,184,-532,0
2365,184,0,0
2366,184,0,0
2367,184,0,0
2368,184,0,0
2369,184,0,0
2370,184,0,0
2371,184,0,0
2372,184,0,0
2373,716,532,0
2374,716,0,0
2375,716,0,0
2376,716,0,0
2377,716,0,0
2378,716,0,0
2379,716,0,0
2380,716,0,0
2381,184,-532,0
2382,184,0,0
2383,716,532,0
2384,716,0,0
2385,716,0,0
2386,184,-532,0
2387,184,0,0
2388,184,0,0
2389,184,0,0
2390,184,0,0
2391,184,0,0
2392,184,0,0
2393,184,0,0
2394,184,0,0
2395,184,0,0
2396,184,0,0
2397,184,0,0
2398,184,0,0
2399,184,0,0
2400,184,0,0
2401,76,-108,0
2402,76,0,0
2403,84,8,0
2404,726,642,0
2405,726,0,0
2406,726,0,0
2407,722,-4,0
2408,722,0,0
2409,184,-538,0
2410,184,0,0
2411,184,0,0
2412,184,0,0
2413,184,0,0
2414,184,0,0
2415,184,0,0
2416,184,0,0
2417,184,0,0
2418,184,0,0
2419,184,0,0
2420,184,0,0
2421,184,0,0
2422,184,0,0
2423,184,0,0
2424,184,0,0
2425,184,0,0
2426,722,538,0
2427,722,0,0
2428,722,0,0
2429,722,0,0
2430,184,-538,0
2431,184,0,0
2432,184,0,0
2433,184,0,0
2434,184,0,0
2435,184,0,0
2436,184,0,0
2437,722,538,0
2438,722,0,0
2439,722,0,0
2440,97,-625,0
2441,184,87,0
2442,184,0,0
2443,184,0,0
2444,722,538,0
2445,722,0,0
2446,716,-6,0
2447,716,0,0
2448,716,0,0
2449,716,0,0
2450,97,-619,0
2451,722,625,0
2452,722,0,0
2453,722,0,0
2454,722,0,0
2455,716,-6,0
2456,716,0,0
2457,91,-625,0
2458,97,6,0
2459,97,0,0
2460,91,-6,0
2461,91,0,0
2462,756,665,0
2463,756,0,0
2464,735,-21,0
2465,735,0,0
2466,735,0,0
2467,734,-1,0
2468,736,2,0
2469,735,-1,0
2470,734,-1,0
2471,757,23,0
2472,184,-573,0
2473,184,0,0
2474,184,0,0
2475,184,0,0
2476,184,0,0
2477,184,0,0
2478,97,-87,0
2479,97,0,0
2480,97,0,0
2481,97,0,0
2482,91,-6,0
2483,91,0,0
2484,735,644,0
2485,735,0,0
2486,735,0,0
2487,735,0,0
2488,735,0,0
2489,730,-5,0
2490,730,0,0
2491,737,7,0
2492,91,-646,0
2493,184,93,0
2494,184,0,0
2495,97,-87,0
2496,759,662,0
2497,759,0,0
2498,759,0,0
2499,76,-683,0
2500,184,108,0
2501,97,-87,0
2502,97,0,0
2503,97,0,0
2504,97,0,0
2505,95,-2,0
2506,95,0,0
2507,84,-11,0
2508,84,0,0
2509,84,0,0
2510,76,-8,0
2511,76,0,0
2512,76,0,0
2513,97,21,0
2514,97,0,0
2515,184,87,0
2516,95,-89,0
2517,95,0,0
2518,95,0,0
2519,184,89,0
2520,95,-89,0
2521,95,0,0
2522,95,0,0
2523,97,2,0
2524,97,0,0
2525,184,87,0
2526,184,0,0
2527,184,0,0
2528,184,0,0
2529,97,-87,0
2530,97,0,0
2531,97,0,0
2532,97,0,0
2533,716,619,0
2534,184,-532,0
2535,184,0,0
2536,184,0,0
2537,184,0,0
2538,184,0,0
2539,716,532,0
2540,184,-532,0
2541,184,0,0
2542,184,0,0
2543,716,532,0
2544,716,0,0
2545,184,-532,0
2546,94,-90,0
2547,97,3,0
2548,97,0,0
2549,184,87,0
2550,94,-90,0
2551,94,0,0
2552,184,90,0
2553,184,0,0
2554,184,0,0
2555,184,0,0
2556,184,0,0
2557,184,0,0
2558,184,0,0
2559,184,0,0
2560,184,0,0
2561,184,0,0
2562,184,0,0
2563,184,0,0
2564,184,0,0
2565,184,0,0
2566,184,0,0
2567,184,0,0
2568,184,0,0
2569,75,-109,0
2570,75,0,0
2571,184,109,0
2572,184,0,0
2573,89,-95,0
2574,184,95,0
2575,82,-102,0
2576,82,0,0
2577,76,-6,0
2578,84,8,0
2579,84,0,0
2580,84,0,0
2581,84,0,0
2582,75,-9,0
2583,75,0,0
2584,75,0,0
2585,75,0,0
2586,75,0,0
2587,75,0,0
2588,75,0,0
2589,75,0,0
2590,75,0,0
2591,75,0,0
2592,75,0,0
2593,75,0,0
2594,75,0,0
2595,75,0,0
2596,75,0,0
2597,75,0,0
2598,75,0,0
2599,75,0,0
2600,75,0,0
2601,75,0,0
2602,75,0,0
2603,75,0,0
2604,75,0,0
2605,737,662,0
2606,737,0,0
2607,737,0,0
2608,737,0,0
2609,737,0,0
2610,737,0,0
2611,747,10,0
2612,747,0,0
2613,747,0,0
2614,747,0,0
2615,747,0,0
2616,747,0,0
2617,742,-5,0
2618,742,0,0
2619,742,0,0
2620,742,0,0
2621,742,0,0
2622,742,0,0
2623,742,0,0
2624,742,0,0
2625,742,0,0
2626,742,0,0
2627,742,0,0
2628,742,0,0
2629,742,0,0
2630,742,0,0
2631,742,0,0
2632,742,0,0
2633,742,0,0
2634,754,12,0
2635,754,0,0
2636,754,0,0
2637,754,0,0
2638,754,0,0
2639,754,0,0
2640,753,-1,0
2641,754,1,0
2642,754,0,0
2643,754,0,0
2644,754,0,0
2645,754,0,0
2646,754,0,0
2647,754,0,0
2648,754,0,0
2649,754,0,0
2650,754,0,0
2651,754,0,0
2652,753,-1,0
2653,753,0,0
2654,753,0,0
2655,755,2,0
2656,755,0,0
2657,755,0,0
2658,754,-1,0
2659,753,-1,0
2660,753,0,0
2661,753,0,0
2662,753,0,0
2663,753,0,0
2664,753,0,0
2665,753,0,0
2666,753,0,0
2667,736,-17,0
2668,736,0,0
2669,736,0,0
2670,742,6,0
2671,742,0,0
2672,742,0,0
2673,742,0,0
2674,742,0,0
2675,742,0,0
2676,742,0,0
2677,747,5,0
2678,747,0,0
2679,749,2,0
2680,748,-1,0
2681,748,0,0
2682,747,-1,0
2683,747,0,0
2684,746,-1,0
2685,745,-1,0
2686,746,1,0
2687,746,0,0
2688,746,0,0
2689,746,0,0
2690,746,0,0
2691,746,0,0
2692,746,0,0
2693,745,-1,0
2694,745,0,0
2695,745,0,0
2696,745,0,0
2697,746,1,0
2698,746,0,0
2699,746,0,0
2700,745,-1,0
2701,726,-19,0
2702,726,0,0
2703,726,0,0
2704,726,0,0
2705,726,0,0
2706,726,0,0
2707,726,0,0
2708,726,0,0
2709,726,0,0
2710,745,19,0
2711,745,0,0
2712,745,0,0
2713,749,4,0
2714,746,-3,0
2715,746,0,0
2716,745,-1,0
2717,745,0,0
2718,745,0,0
2719,745,0,0
2720,745,0,0
2721,744,-1,0
2722,745,1,0
2723,744,-1,0
2724,746,2,0
2725,726,-20,0
2726,726,0,0
2727,726,0,0
2728,726,0,0
2729,726,0,0
2730,726,0,0
2731,726,0,0
2732,726,0,0
2733,726,0,0
2734,726,0,0
2735,75,-651,0
2736,75,0,0
2737,75,0,0
2738,726,651,0
2739,726,0,0
2740,726,0,0
2741,726,0,0
2742,726,0,0
2743,726,0,0
2744,726,0,0
2745,726,0,0
2746,726,0,0
2747,726,0,0
2748,726,0,0
2749,726,0,0
2750,75,-651,0
2751,726,651,0
2752,726,0,0
2753,77,-649,0
2754,77,0,0
2755,726,649,0
2756,726,0,0
2757,74,-652,0
2758,74,0,0
2759,74,0,0
2760,74,0,0
2761,74,0,0
2762,74,0,0
2763,736,662,0
2764,74,-662,0
2765,74,0,0
2766,77,3,0
2767,736,659,0
2768,77,-659,0
2769,736,659,0
2770,736,0,0
2771,74,-662,0
2772,74,0,0
2773,74,0,0
2774,74,0,0
2775,74,0,0
2776,736,662,0
2777,736,0,0
2778,736,0,0
2779,736,0,0
2780,183,-553,0
2781,183,0,0
2782,77,-106,0
2783,77,0,0
2784,77,0,0
2785,77,0,0
2786,77,0,0
2787,74,-3,0
2788,74,0,0
2789,74,0,0
2790,77,3,0
2791,77,0,0
2792,77,0,0
2793,76,-1,0
2794,76,0,0
2795,76,0,0
2796,76,0,0
2797,77,1,0
2798,732,655,0
2799,741,9,0
2800,183,-558,0
2801,183,0,0
2802,82,-101,0
2803,183,101,0
2804,742,559,0
2805,741,-1,0
2806,742,1,0
2807,742,0,0
2808,742,0,0
2809,741,-1,0
2810,741,0,0
2811,741,0,0
2812,81,-660,0
2813,81,0,0
2814,74,-7,0
2815,77,3,0
2816,92,15,0
2817,83,-9,0
2818,83,0,0
2819,93,10,0
2820,183,90,0
2821,183,0,0
2822,183,0,0
2823,183,0,0
2824,183,0,0
2825,183,0,0
2826,183,0,0
2827,183,0,0
2828,183,0,0
2829,183,0,0
2830,183,0,0
2831,183,0,0
2832,76,-107,0
2833,74,-2,0
2834,74,0,0
2835,82,8,0
2836,74,-8,0
2837,74,0,0
2838,741,667,0
2839,741,0,0
2840,741,0,0
2841,741,0,0
2842,77,-664,0
2843,74,-3,0
2844,74,0,0
2845,74,0,0
2846,183,109,0
2847,471,288,0
2848,74,-397,0
2849,76,2,0
2850,74,-2,0
2851,471,397,0
2852,471,0,0
2853,471,0,0
2854,76,-395,0
2855,76,0,0
2856,471,395,0
2857,491,20,0
2858,491,0,0
2859,471,-20,0
2860,74,-397,0
2861,74,0,0
2862,183,109,0
2863,183,0,0
2864,183,0,0
2865,74,-109,0
2866,74,0,0
2867,471,397,0
2868,491,20,0
2869,491,0,0
2870,491,0,0
2871,491,0,0
2872,491,0,0
2873,491,0,0
2874,491,0,0
2875,741,250,0
2876,74,-667,0
2877,74,0,0
2878,74,0,0
2879,741,667,0
2880,741,0,0
2881,76,-665,0
2882,74,-2,0
2883,74,0,0
2884,74,0,0
2885,741,667,0
2886,741,0,0
2887,183,-558,0
2888,74,-109,0
2889,74,0,0
2890,74,0,0
2891,76,2,0
2892,741,665,0
2893,741,0,0
2894,76,-665,0
2895,741,665,0
2896,741,0,0
2897,741,0,0
2898,741,0,0
2899,76,-665,0
2900,74,-2,0
2901,491,417,0
2902,491,0,0
2903,491,0,0
2904,491,0,0
2905,491,0,0
2906,741,250,0
2907,74,-667,0
2908,741,667,0
2909,741,0,0
2910,741,0,0
2911,741,0,0
2912,741,0,0
2913,741,0,0
2914,741,0,0
2915,741,0,0
2916,741,0,0
2917,741,0,0
2918,741,0,0
2919,741,0,0
2920,741,0,0
2921,428,-313,0
2922,428,0,0
2923,741,313,0
2924,741,0,0
2925,741,0,0
2926,741,0,0
2927,741,0,0
2928,741,0,0
2929,461,-280,0
2930,461,0,0
2931,461,0,0
2932,461,0,0
2933,74,-387,0
2934,74,0,0
2935,741,667,0
2936,715,-26,0
2937,715,0,0
2938,741,26,0
2939,741,0,0
2940,741,0,0
2941,741,0,0
2942,741,0,0
2943,741,0,0
2944,741,0,0
2945,741,0,0
2946,741,0,0
2947,741,0,0
2948,741,0,0
2949,741,0,0
2950,741,0,0
2951,741,0,0
2952,741,0,0
2953,741,0,0
2954,741,0,0
2955,741,0,0
2956,741,0,0
2957,741,0,0
2958,741,0,0
2959,715,-26,0
2960,715,0,0
2961,715,0,0
2962,715,0,0
2963,741,26,0
2964,741,0,0
2965,741,0,0
2966,741,0,0
2967,741,0,0
2968,741,0,0
2969,741,0,0
2970,741,0,0
2971,746,5,0
2972,746,0,0
2973,746,0,0
2974,741,-5,0
2975,741,0,0
2976,741,0,0
2977,746,5,0
2978,746,0,0
2979,183,-563,0
2980,746,563,0
2981,746,0,0
2982,183,-563,0
2983,183,0,0
2984,183,0,0
2985,183,0,0
2986,746,563,0
2987,741,-5,0
2988,741,0,0
2989,746,5,0
2990,746,0,0
2991,746,0,0
2992,746,0,0
2993,746,0,0
2994,746,0,0
2995,331,-415,0
2996,752,421,0
2997,752,0,0
2998,752,0,0
2999,752,0,0
3000,752,0,0
3001,741,-11,0
3002,741,0,0
3003,741,0,0
3004,741,0,0
3005,741,0,0
3006,741,0,0
3007,741,0,0
3008,741,0,0
3009,741,0,0
3010,741,0,0
3011,741,0,0
3012,741,0,0
3013,741,0,0
3014,741,0,0
3015,741,0,0
3016,741,0,0
3017,741,0,0
3018,741,0,0
3019,741,0,0
3020,741,0,0
3021,741,0,0
3022,741,0,0
3023,741,0,0
3024,242,-499,0
3025,741,499,0
3026,93,-648,0
3027,93,0,0
3028,736,643,0
3029,736,0,0
3030,736,0,0
3031,746,10,0
3032,746,0,0
3033,746,0,0
3034,746,0,0
3035,746,0,0
3036,746,0,0
3037,746,0,0
3038,746,0,0
3039,746,0,0
3040,746,0,0
3041,736,-10,0
3042,736,0,0
3043,736,0,0
3044,736,0,0
3045,93,-643,0
3046,93,0,0
3047,93,0,0
3048,746,653,0
3049,746,0,0
3050,746,0,0
3051,746,0,0
3052,746,0,0
3053,746,0,0
3054,746,0,0
3055,746,0,0
3056,746,0,0
3057,746,0,0
3058,746,0,0
3059,746,0,0
3060,746,0,0
3061,746,0,0
3062,721,-25,0
3063,736,15,0
3064,736,0,0
3065,736,0,0
3066,736,0,0
3067,736,0,0
3068,736,0,0
3069,736,0,0
3070,736,0,0
3071,736,0,0
3072,736,0,0
3073,736,0,0
3074,736,0,0
3075,736,0,0
3076,736,0,0
3077,736,0,0
3078,746,10,0
3079,746,0,0
3080,736,-10,0
3081,736,0,0
3082,736,0,0
3083,736,0,0
3084,736,0,0
3085,736,0,0
3086,736,0,0
3087,736,0,0
3088,736,0,0
3089,736,0,0
3090,736,0,0
3091,736,0,0
3092,736,0,0
3093,726,-10,0
3094,726,0,0
3095,726,0,0
3096,736,10,0
3097,726,-10,0
3098,726,0,0
3099,726,0,0
3100,726,0,0
3101,726,0,0
3102,726,0,0
3103,736,10,0
3104,736,0,0
3105,736,0,0
3106,736,0,0
3107,736,0,0
3108,742,6,0
3109,742,0,0
3110,742,0,0
3111,742,0,0
3112,742,0,0
3113,736,-6,0
3114,736,0,0
3115,736,0,0
3116,736,0,0
3117,736,0,0
3118,736,0,0
3119,736,0,0
3120,736,0,0
3121,736,0,0
3122,752,16,0
3123,736,-16,0
3124,736,0,0
3125,736,0,0
3126,736,0,0
3127,736,0,0
3128,736,0,0
3129,736,0,0
3130,736,0,0
3131,736,0,0
3132,736,0,0
3133,736,0,0
3134,736,0,0
3135,736,0,0
3136,736,0,0
3137,736,0,0
3138,736,0,0
3139,736,0,0
3140,736,0,0
3141,736,0,0
3142,736,0,0
