Frame,Drop Height,Change,Distance
3143,736,0,0
3144,411,-325,0
3145,736,325,0
3146,736,0,0
3147,736,0,0
3148,736,0,0
3149,736,0,0
3150,736,0,0
3151,736,0,0
3152,736,0,0
3153,736,0,0
3154,736,0,0
3155,736,0,0
3156,742,6,0
3157,411,-331,0
3158,411,0,0
3159,742,331,0
3160,742,0,0
3161,411,-331,0
3162,742,331,0
3163,742,0,0
3164,736,-6,0
3165,736,0,0
3166,736,0,0
3167,736,0,0
3168,752,16,0
3169,76,-676,0
3170,752,676,0
3171,736,-16,0
3172,736,0,0
3173,76,-660,0
3174,736,660,0
3175,736,0,0
3176,736,0,0
3177,736,0,0
3178,736,0,0
3179,736,0,0
3180,736,0,0
3181,736,0,0
3182,736,0,0
3183,726,-10,0
3184,726,0,0
3185,726,0,0
3186,726,0,0
3187,726,0,0
3188,272,-454,0
3189,272,0,0
3190,726,454,0
3191,726,0,0
3192,726,0,0
3193,726,0,0
3194,726,0,0
3195,726,0,0
3196,747,21,0
3197,747,0,0
3198,747,0,0
3199,736,-11,0
3200,736,0,0
3201,747,11,0
3202,736,-11,0
3203,736,0,0
3204,747,11,0
3205,747,0,0
3206,87,-660,0
3207,736,649,0
3208,736,0,0
3209,746,10,0
3210,746,0,0
3211,746,0,0
3212,746,0,0
3213,746,0,0
3214,746,0,0
3215,736,-10,0
3216,746,10,0
3217,742,-4,0
3218,746,4,0
3219,746,0,0
3220,746,0,0
3221,746,0,0
3222,752,6,0
3223,752,0,0
3224,736,-16,0
3225,736,0,0
3226,736,0,0
3227,747,11,0
3228,756,9,0
3229,757,1,0
3230,757,0,0
3231,757,0,0
3232,756,-1,0
3233,756,0,0
3234,756,0,0
3235,756,0,0
3236,756,0,0
3237,756,0,0
3238,747,-9,0
3239,747,0,0
3240,747,0,0
3241,746,-1,0
3242,746,0,0
3243,746,0,0
3244,746,0,0
3245,746,0,0
3246,746,0,0
3247,746,0,0
3248,746,0,0
3249,746,0,0
3250,746,0,0
3251,736,-10,0
3252,736,0,0
3253,736,0,0
3254,736,0,0
3255,736,0,0
3256,736,0,0
3257,736,0,0
3258,736,0,0
3259,736,0,0
3260,746,10,0
3261,736,-10,0
3262,736,0,0
3263,736,0,0
3264,746,10,0
3265,746,0,0
3266,746,0,0
3267,746,0,0
3268,746,0,0
3269,746,0,0
3270,746,0,0
3271,736,-10,0
3272,736,0,0
3273,747,11,0
3274,736,-11,0
3275,736,0,0
3276,736,0,0
3277,736,0,0
3278,736,0,0
3279,715,-21,0
3280,736,21,0
3281,736,0,0
3282,715,-21,0
3283,715,0,0
3284,746,31,0
3285,746,0,0
3286,746,0,0
3287,746,0,0
3288,752,6,0
3289,752,0,0
3290,752,0,0
3291,752,0,0
3292,752,0,0
3293,746,-6,0
3294,746,0,0
3295,746,0,0
3296,746,0,0
3297,746,0,0
3298,746,0,0
3299,746,0,0
3300,746,0,0
3301,721,-25,0
3302,721,0,0
3303,721,0,0
3304,721,0,0
3305,721,0,0
3306,721,0,0
3307,721,0,0
3308,721,0,0
3309,721,0,0
3310,721,0,0
3311,721,0,0
3312,721,0,0
3313,491,-230,0
3314,721,230,0
3315,721,0,0
3316,721,0,0
3317,721,0,0
3318,721,0,0
3319,746,25,0
3320,746,0,0
3321,746,0,0
3322,746,0,0
3323,746,0,0
3324,746,0,0
3325,746,0,0
3326,746,0,0
3327,746,0,0
3328,746,0,0
3329,746,0,0
3330,746,0,0
3331,746,0,0
3332,746,0,0
3333,746,0,0
3334,746,0,0
3335,746,0,0
3336,721,-25,0
3337,721,0,0
3338,721,0,0
3339,721,0,0
3340,721,0,0
3341,721,0,0
3342,721,0,0
3343,721,0,0
3344,721,0,0
3345,746,25,0
3346,746,0,0
3347,746,0,0
3348,746,0,0
3349,746,0,0
3350,746,0,0
3351,746,0,0
3352,746,0,0
3353,431,-315,0
3354,431,0,0
3355,746,315,0
3356,746,0,0
3357,746,0,0
3358,746,0,0
3359,746,0,0
3360,746,0,0
3361,746,0,0
3362,476,-270,0
3363,476,0,0
3364,746,270,0
3365,746,0,0
3366,746,0,0
3367,746,0,0
3368,746,0,0
3369,746,0,0
3370,746,0,0
3371,746,0,0
3372,746,0,0
3373,746,0,0
3374,746,0,0
3375,746,0,0
3376,746,0,0
3377,746,0,0
3378,746,0,0
3379,746,0,0
3380,746,0,0
3381,746,0,0
3382,746,0,0
3383,746,0,0
3384,746,0,0
3385,746,0,0
3386,746,0,0
3387,746,0,0
3388,746,0,0
3389,746,0,0
3390,746,0,0
3391,746,0,0
3392,746,0,0
3393,746,0,0
3394,746,0,0
3395,746,0,0
3396,746,0,0
3397,746,0,0
3398,746,0,0
3399,746,0,0
3400,746,0,0
3401,746,0,0
3402,746,0,0
3403,742,-4,0
3404,742,0,0
3405,741,-1,0
3406,746,5,0
3407,746,0,0
3408,746,0,0
3409,746,0,0
3410,746,0,0
3411,746,0,0
3412,183,-563,0
3413,746,563,0
3414,746,0,0
3415,746,0,0
3416,491,-255,0
3417,491,0,0
3418,491,0,0
3419,491,0,0
3420,491,0,0
3421,491,0,0
3422,491,0,0
3423,183,-308,0
3424,746,563,0
3425,79,-667,0
3426,746,667,0
3427,746,0,0
3428,183,-563,0
3429,746,563,0
3430,746,0,0
3431,746,0,0
3432,746,0,0
3433,746,0,0
3434,746,0,0
3435,740,-6,0
3436,740,0,0
3437,740,0,0
3438,740,0,0
3439,740,0,0
3440,183,-557,0
3441,76,-107,0
3442,741,665,0
3443,741,0,0
3444,741,0,0
3445,741,0,0
3446,741,0,0
3447,741,0,0
3448,741,0,0
3449,741,0,0
3450,741,0,0
3451,742,1,0
3452,742,0,0
3453,742,0,0
3454,742,0,0
3455,742,0,0
3456,742,0,0
3457,742,0,0
3458,742,0,0
3459,742,0,0
3460,742,0,0
3461,741,-1,0
3462,741,0,0
3463,741,0,0
3464,741,0,0
3465,741,0,0
3466,741,0,0
3467,741,0,0
3468,741,0,0
3469,741,0,0
3470,741,0,0
3471,741,0,0
3472,741,0,0
3473,741,0,0
3474,741,0,0
3475,741,0,0
3476,741,0,0
3477,725,-16,0
3478,725,0,0
3479,725,0,0
3480,725,0,0
3481,725,0,0
3482,725,0,0
3483,725,0,0
3484,725,0,0
3485,725,0,0
3486,725,0,0
3487,725,0,0
3488,725,0,0
3489,725,0,0
3490,725,0,0
3491,725,0,0
3492,725,0,0
3493,725,0,0
3494,725,0,0
3495,725,0,0
3496,725,0,0
3497,725,0,0
3498,725,0,0
3499,725,0,0
3500,725,0,0
3501,725,0,0
3502,725,0,0
3503,741,16,0
3504,741,0,0
3505,741,0,0
3506,741,0,0
3507,741,0,0
3508,741,0,0
3509,741,0,0
3510,741,0,0
3511,741,0,0
3512,74,-667,0
3513,741,667,0
3514,741,0,0
3515,741,0,0
3516,741,0,0
3517,741,0,0
3518,741,0,0
3519,741,0,0
3520,741,0,0
3521,741,0,0
3522,741,0,0
3523,741,0,0
3524,741,0,0
3525,741,0,0
3526,741,0,0
3527,741,0,0
3528,741,0,0
3529,741,0,0
3530,741,0,0
3531,741,0,0
3532,741,0,0
3533,741,0,0
3534,741,0,0
3535,741,0,0
3536,741,0,0
3537,74,-667,0
3538,74,0,0
3539,741,667,0
3540,741,0,0
3541,741,0,0
3542,741,0,0
3543,741,0,0
3544,741,0,0
3545,741,0,0
3546,741,0,0
3547,741,0,0
3548,741,0,0
3549,741,0,0
3550,741,0,0
3551,741,0,0
3552,741,0,0
3553,741,0,0
3554,741,0,0
3555,741,0,0
3556,741,0,0
3557,741,0,0
3558,741,0,0
3559,741,0,0
3560,741,0,0
3561,741,0,0
3562,741,0,0
3563,741,0,0
3564,741,0,0
3565,741,0,0
3566,741,0,0
3567,741,0,0
3568,741,0,0
3569,475,-266,0
3570,475,0,0
3571,475,0,0
3572,475,0,0
3573,725,250,0
3574,725,0,0
3575,725,0,0
3576,725,0,0
3577,725,0,0
3578,725,0,0
3579,725,0,0
3580,725,0,0
3581,725,0,0
3582,725,0,0
3583,725,0,0
3584,725,0,0
3585,725,0,0
3586,725,0,0
3587,725,0,0
3588,725,0,0
3589,725,0,0
3590,725,0,0
3591,725,0,0
3592,725,0,0
3593,725,0,0
3594,725,0,0
3595,725,0,0
3596,741,16,0
3597,741,0,0
3598,741,0,0
3599,741,0,0
3600,741,0,0
3601,735,-6,0
3602,735,0,0
3603,735,0,0
3604,741,6,0
3605,741,0,0
3606,741,0,0
3607,735,-6,0
3608,735,0,0
3609,741,6,0
3610,475,-266,0
3611,74,-401,0
3612,475,401,0
3613,74,-401,0
3614,74,0,0
3615,475,401,0
3616,475,0,0
3617,74,-401,0
3618,475,401,0
3619,741,266,0
3620,725,-16,0
3621,74,-651,0
3622,74,0,0
3623,475,401,0
3624,74,-401,0
3625,475,401,0
3626,475,0,0
3627,475,0,0
3628,475,0,0
3629,475,0,0
3630,475,0,0
3631,475,0,0
3632,475,0,0
3633,741,266,0
3634,741,0,0
3635,741,0,0
3636,741,0,0
3637,741,0,0
3638,741,0,0
3639,74,-667,0
3640,741,667,0
3641,741,0,0
3642,475,-266,0
3643,475,0,0
3644,475,0,0
3645,475,0,0
3646,475,0,0
3647,475,0,0
3648,83,-392,0
3649,83,0,0
3650,74,-9,0
3651,74,0,0
3652,74,0,0
3653,74,0,0
3654,475,401,0
3655,475,0,0
3656,741,266,0
3657,741,0,0
3658,741,0,0
3659,741,0,0
3660,741,0,0
3661,741,0,0
3662,741,0,0
3663,741,0,0
3664,741,0,0
3665,741,0,0
3666,741,0,0
3667,741,0,0
3668,741,0,0
3669,741,0,0
3670,741,0,0
3671,741,0,0
3672,741,0,0
3673,74,-667,0
3674,74,0,0
3675,74,0,0
3676,741,667,0
3677,741,0,0
3678,741,0,0
3679,741,0,0
3680,741,0,0
3681,741,0,0
3682,741,0,0
3683,741,0,0
3684,741,0,0
3685,741,0,0
3686,741,0,0
3687,741,0,0
3688,741,0,0
3689,741,0,0
3690,741,0,0
3691,741,0,0
3692,741,0,0
3693,741,0,0
3694,741,0,0
3695,741,0,0
3696,741,0,0
3697,741,0,0
3698,741,0,0
3699,741,0,0
3700,741,0,0
3701,741,0,0
3702,741,0,0
3703,741,0,0
3704,741,0,0
3705,741,0,0
3706,741,0,0
3707,741,0,0
3708,741,0,0
3709,741,0,0
3710,741,0,0
3711,76,-665,0
3712,741,665,0
3713,741,0,0
3714,76,-665,0
3715,76,0,0
3716,74,-2,0
3717,741,667,0
3718,741,0,0
3719,741,0,0
3720,741,0,0
3721,741,0,0
3722,741,0,0
3723,741,0,0
3724,741,0,0
3725,741,0,0
3726,741,0,0
3727,741,0,0
3728,741,0,0
3729,741,0,0
3730,741,0,0
3731,741,0,0
3732,741,0,0
3733,741,0,0
3734,741,0,0
3735,74,-667,0
3736,74,0,0
3737,741,667,0
3738,741,0,0
3739,741,0,0
3740,741,0,0
3741,741,0,0
3742,741,0,0
3743,741,0,0
3744,741,0,0
3745,741,0,0
3746,741,0,0
3747,741,0,0
3748,741,0,0
3749,741,0,0
3750,741,0,0
3751,741,0,0
3752,741,0,0
3753,741,0,0
3754,741,0,0
3755,741,0,0
3756,741,0,0
3757,741,0,0
3758,741,0,0
3759,741,0,0
3760,741,0,0
3761,741,0,0
3762,741,0,0
3763,741,0,0
3764,741,0,0
3765,741,0,0
3766,741,0,0
3767,741,0,0
3768,741,0,0
3769,741,0,0
3770,741,0,0
3771,741,0,0
3772,741,0,0
3773,741,0,0
3774,741,0,0
3775,741,0,0
3776,741,0,0
3777,741,0,0
3778,741,0,0
3779,741,0,0
3780,741,0,0
3781,725,-16,0
3782,725,0,0
3783,741,16,0
3784,725,-16,0
3785,725,0,0
3786,725,0,0
3787,725,0,0
3788,725,0,0
3789,725,0,0
3790,725,0,0
3791,725,0,0
3792,725,0,0
3793,725,0,0
3794,725,0,0
3795,741,16,0
3796,741,0,0
3797,725,-16,0
3798,725,0,0
3799,725,0,0
3800,725,0,0
3801,741,16,0
3802,725,-16,0
3803,182,-543,0
3804,725,543,0
3805,725,0,0
3806,725,0,0
3807,725,0,0
3808,725,0,0
3809,725,0,0
3810,725,0,0
3811,725,0,0
3812,725,0,0
3813,74,-651,0
3814,74,0,0
3815,76,2,0
3816,76,0,0
3817,74,-2,0
3818,76,2,0
3819,76,0,0
3820,76,0,0
3821,725,649,0
3822,725,0,0
3823,725,0,0
3824,725,0,0
3825,725,0,0
3826,725,0,0
3827,725,0,0
3828,725,0,0
3829,445,-280,0
3830,445,0,0
3831,445,0,0
3832,75,-370,0
3833,75,0,0
3834,74,-1,0
3835,725,651,0
3836,725,0,0
3837,725,0,0
3838,725,0,0
3839,725,0,0
3840,725,0,0
3841,725,0,0
3842,725,0,0
3843,725,0,0
3844,725,0,0
3845,725,0,0
3846,725,0,0
3847,725,0,0
3848,725,0,0
3849,725,0,0
3850,725,0,0
3851,725,0,0
3852,725,0,0
3853,725,0,0
3854,725,0,0
3855,725,0,0
3856,725,0,0
3857,725,0,0
3858,725,0,0
3859,725,0,0
3860,725,0,0
3861,725,0,0
3862,725,0,0
3863,725,0,0
3864,741,16,0
3865,741,0,0
3866,741,0,0
3867,741,0,0
3868,741,0,0
3869,741,0,0
3870,741,0,0
3871,741,0,0
3872,741,0,0
3873,741,0,0
3874,741,0,0
3875,741,0,0
3876,741,0,0
3877,741,0,0
3878,741,0,0
3879,741,0,0
3880,741,0,0
3881,725,-16,0
3882,725,0,0
3883,725,0,0
3884,725,0,0
3885,741,16,0
3886,741,0,0
3887,741,0,0
3888,741,0,0
3889,741,0,0
3890,741,0,0
3891,741,0,0
3892,741,0,0
3893,741,0,0
3894,741,0,0
3895,741,0,0
3896,741,0,0
3897,741,0,0
3898,741,0,0
3899,741,0,0
3900,741,0,0
3901,741,0,0
3902,741,0,0
3903,741,0,0
3904,741,0,0
3905,741,0,0
3906,741,0,0
3907,741,0,0
3908,741,0,0
3909,428,-313,0
3910,428,0,0
3911,741,313,0
3912,741,0,0
3913,741,0,0
3914,741,0,0
3915,741,0,0
3916,741,0,0
3917,741,0,0
3918,741,0,0
3919,741,0,0
3920,741,0,0
3921,741,0,0
3922,741,0,0
3923,741,0,0
3924,741,0,0
3925,741,0,0
3926,429,-312,0
3927,741,312,0
3928,741,0,0
3929,741,0,0
3930,741,0,0
3931,746,5,0
3932,746,0,0
3933,746,0,0
3934,746,0,0
3935,745,-1,0
3936,745,0,0
3937,745,0,0
3938,720,-25,0
3939,720,0,0
3940,720,0,0
3941,720,0,0
3942,720,0,0
3943,746,26,0
3944,720,-26,0
3945,720,0,0
3946,720,0,0
3947,720,0,0
3948,720,0,0
3949,720,0,0
3950,720,0,0
3951,720,0,0
3952,720,0,0
3953,720,0,0
3954,720,0,0
3955,720,0,0
3956,720,0,0
3957,720,0,0
3958,720,0,0
3959,311,-409,0
3960,311,0,0
3961,720,409,0
3962,741,21,0
3963,311,-430,0
3964,311,0,0
3965,741,430,0
3966,741,0,0
3967,741,0,0
3968,271,-470,0
3969,720,449,0
3970,741,21,0
3971,741,0,0
3972,741,0,0
3973,741,0,0
3974,741,0,0
3975,741,0,0
3976,741,0,0
3977,741,0,0
3978,741,0,0
3979,741,0,0
3980,741,0,0
3981,741,0,0
3982,741,0,0
3983,741,0,0
3984,741,0,0
3985,741,0,0
3986,741,0,0
3987,741,0,0
3988,741,0,0
3989,741,0,0
3990,741,0,0
3991,741,0,0
3992,741,0,0
3993,741,0,0
3994,741,0,0
3995,741,0,0
3996,741,0,0
3997,741,0,0
3998,741,0,0
3999,741,0,0
4000,741,0,0
4001,741,0,0
4002,741,0,0
4003,410,-331,0
4004,741,331,0
4005,741,0,0
4006,741,0,0
4007,410,-331,0
4008,741,331,0
4009,741,0,0
4010,741,0,0
4011,735,-6,0
4012,735,0,0
4013,735,0,0
4014,735,0,0
4015,735,0,0
4016,735,0,0
4017,735,0,0
4018,735,0,0
4019,735,0,0
4020,735,0,0
4021,735,0,0
4022,735,0,0
4023,735,0,0
4024,735,0,0
4025,735,0,0
4026,735,0,0
4027,735,0,0
4028,735,0,0
4029,735,0,0
4030,735,0,0
4031,735,0,0
4032,735,0,0
4033,741,6,0
4034,741,0,0
4035,741,0,0
4036,741,0,0
4037,741,0,0
4038,741,0,0
4039,741,0,0
4040,741,0,0
4041,741,0,0
4042,741,0,0
4043,741,0,0
4044,741,0,0
4045,735,-6,0
4046,735,0,0
4047,735,0,0
4048,741,6,0
4049,741,0,0
4050,741,0,0
4051,741,0,0
4052,741,0,0
4053,741,0,0
4054,741,0,0
4055,735,-6,0
4056,271,-464,0
4057,735,464,0
4058,735,0,0
4059,735,0,0
4060,735,0,0
4061,735,0,0
4062,735,0,0
4063,735,0,0
4064,735,0,0
4065,735,0,0
4066,735,0,0
4067,735,0,0
4068,735,0,0
4069,735,0,0
4070,735,0,0
4071,735,0,0
4072,735,0,0
4073,735,0,0
4074,735,0,0
4075,735,0,0
4076,741,6,0
4077,741,0,0
4078,741,0,0
4079,741,0,0
4080,741,0,0
4081,741,0,0
4082,741,0,0
4083,741,0,0
4084,741,0,0
4085,741,0,0
4086,735,-6,0
4087,735,0,0
4088,735,0,0
4089,735,0,0
4090,735,0,0
4091,735,0,0
4092,735,0,0
4093,741,6,0
4094,741,0,0
4095,735,-6,0
4096,735,0,0
4097,735,0,0
4098,735,0,0
4099,735,0,0
4100,735,0,0
4101,735,0,0
4102,735,0,0
4103,735,0,0
4104,735,0,0
4105,735,0,0
4106,735,0,0
4107,735,0,0
4108,735,0,0
4109,735,0,0
4110,735,0,0
4111,735,0,0
4112,735,0,0
4113,735,0,0
4114,735,0,0
4115,735,0,0
4116,735,0,0
4117,735,0,0
4118,735,0,0
4119,735,0,0
4120,735,0,0
4121,735,0,0
4122,735,0,0
4123,735,0,0
4124,735,0,0
4125,735,0,0
4126,735,0,0
4127,735,0,0
4128,735,0,0
4129,735,0,0
4130,735,0,0
4131,735,0,0
4132,735,0,0
4133,735,0,0
4134,735,0,0
4135,735,0,0
4136,735,0,0
4137,735,0,0
4138,735,0,0
4139,735,0,0
4140,735,0,0
4141,735,0,0
4142,735,0,0
4143,735,0,0
4144,735,0,0
4145,735,0,0
4146,735,0,0
4147,735,0,0
4148,735,0,0
4149,735,0,0
4150,735,0,0
4151,735,0,0
4152,735,0,0
4153,735,0,0
4154,735,0,0
4155,735,0,0
4156,735,0,0
4157,735,0,0
4158,735,0,0
4159,735,0,0
4160,735,0,0
4161,735,0,0
4162,735,0,0
4163,735,0,0
4164,271,-464,0
4165,271,0,0
4166,271,0,0
4167,271,0,0
4168,271,0,0
4169,271,0,0
4170,271,0,0
4171,735,464,0
4172,735,0,0
4173,735,0,0
4174,735,0,0
4175,735,0,0
4176,735,0,0
4177,735,0,0
4178,735,0,0
4179,735,0,0
4180,735,0,0
4181,735,0,0
4182,735,0,0
4183,735,0,0
4184,725,-10,0
4185,725,0,0
4186,725,0,0
4187,735,10,0
4188,735,0,0
4189,735,0,0
4190,735,0,0
4191,735,0,0
4192,735,0,0
4193,735,0,0
4194,735,0,0
4195,725,-10,0
4196,725,0,0
4197,725,0,0
4198,725,0,0
4199,725,0,0
4200,725,0,0
4201,735,10,0
4202,735,0,0
4203,735,0,0
4204,735,0,0
4205,735,0,0
4206,735,0,0
4207,735,0,0
4208,735,0,0
4209,735,0,0
4210,735,0,0
4211,735,0,0
4212,735,0,0
4213,735,0,0
4214,735,0,0
4215,735,0,0
4216,735,0,0
4217,735,0,0
4218,735,0,0
4219,735,0,0
4220,735,0,0
4221,735,0,0
4222,735,0,0
4223,735,0,0
4224,735,0,0
4225,735,0,0
4226,735,0,0
4227,735,0,0
4228,735,0,0
4229,735,0,0
4230,735,0,0
4231,735,0,0
4232,735,0,0
4233,735,0,0
4234,735,0,0
4235,735,0,0
4236,735,0,0
4237,735,0,0
4238,735,0,0
4239,735,0,0
4240,735,0,0
4241,735,0,0
4242,735,0,0
4243,735,0,0
4244,735,0,0
4245,735,0,0
4246,735,0,0
4247,735,0,0
4248,735,0,0
4249,735,0,0
4250,735,0,0
4251,735,0,0
4252,735,0,0
4253,735,0,0
4254,735,0,0
4255,735,0,0
4256,735,0,0
4257,741,6,0
4258,735,-6,0
4259,735,0,0
4260,735,0,0
4261,735,0,0
4262,735,0,0
4263,735,0,0
4264,735,0,0
4265,735,0,0
4266,735,0,0
4267,735,0,0
4268,735,0,0
4269,735,0,0
4270,735,0,0
4271,735,0,0
4272,735,0,0
4273,735,0,0
4274,735,0,0
4275,735,0,0
4276,735,0,0
4277,735,0,0
4278,735,0,0
4279,735,0,0
4280,735,0,0
4281,735,0,0
4282,735,0,0
4283,735,0,0
4284,735,0,0
4285,735,0,0
4286,735,0,0
4287,735,0,0
4288,735,0,0
4289,735,0,0
4290,735,0,0
4291,735,0,0
4292,735,0,0
4293,735,0,0
4294,735,0,0
4295,735,0,0
4296,735,0,0
4297,735,0,0
4298,735,0,0
4299,735,0,0
4300,735,0,0
4301,735,0,0
4302,735,0,0
4303,735,0,0
4304,735,0,0
4305,735,0,0
4306,735,0,0
4307,735,0,0
4308,735,0,0
4309,735,0,0
4310,735,0,0
4311,735,0,0
4312,735,0,0
4313,735,0,0
4314,735,0,0
4315,735,0,0
4316,741,6,0
4317,741,0,0
4318,741,0,0
4319,741,0,0
4320,741,0,0
4321,741,0,0
4322,741,0,0
4323,741,0,0
4324,741,0,0
4325,741,0,0
4326,741,0,0
4327,741,0,0
4328,741,0,0
4329,741,0,0
4330,741,0,0
4331,741,0,0
4332,741,0,0
4333,741,0,0
4334,741,0,0
4335,741,0,0
4336,741,0,0
4337,741,0,0
4338,741,0,0
4339,741,0,0
4340,741,0,0
4341,741,0,0
4342,741,0,0
4343,741,0,0
4344,741,0,0
4345,741,0,0
4346,741,0,0
4347,741,0,0
4348,741,0,0
4349,741,0,0
4350,741,0,0
4351,741,0,0
4352,741,0,0
4353,741,0,0
4354,741,0,0
4355,741,0,0
4356,741,0,0
4357,741,0,0
4358,741,0,0
4359,741,0,0
4360,741,0,0
4361,741,0,0
4362,741,0,0
4363,741,0,0
4364,741,0,0
4365,741,0,0
4366,741,0,0
4367,741,0,0
4368,741,0,0
4369,741,0,0
4370,741,0,0
4371,741,0,0
4372,741,0,0
4373,741,0,0
4374,741,0,0
4375,741,0,0
4376,741,0,0
4377,741,0,0
4378,741,0,0
4379,741,0,0
4380,741,0,0
4381,741,0,0
4382,741,0,0
4383,741,0,0
4384,741,0,0
4385,741,0,0
4386,741,0,0
4387,741,0,0
4388,741,0,0
4389,741,0,0
4390,741,0,0
4391,741,0,0
4392,741,0,0
4393,741,0,0
4394,741,0,0
4395,741,0,0
4396,741,0,0
4397,741,0,0
4398,741,0,0
4399,741,0,0
4400,741,0,0
4401,741,0,0
4402,741,0,0
4403,741,0,0
4404,741,0,0
4405,741,0,0
4406,741,0,0
4407,741,0,0
4408,741,0,0
4409,741,0,0
4410,741,0,0
4411,741,0,0
4412,741,0,0
4413,741,0,0
4414,741,0,0
4415,741,0,0
4416,741,0,0
4417,741,0,0
4418,741,0,0
4419,741,0,0
4420,741,0,0
4421,741,0,0
4422,741,0,0
4423,741,0,0
4424,741,0,0
4425,741,0,0
4426,741,0,0
4427,741,0,0
4428,741,0,0
4429,741,0,0
4430,741,0,0
4431,741,0,0
4432,741,0,0
4433,741,0,0
4434,741,0,0
4435,741,0,0
4436,741,0,0
4437,741,0,0
4438,741,0,0
4439,741,0,0
4440,741,0,0
4441,741,0,0
4442,745,4,0
4443,741,-4,0
4444,741,0,0
4445,741,0,0
4446,741,0,0
4447,741,0,0
4448,741,0,0
4449,741,0,0
4450,741,0,0
4451,741,0,0
4452,745,4,0
4453,745,0,0
4454,745,0,0
4455,745,0,0
4456,745,0,0
4457,745,0,0
4458,745,0,0
4459,745,0,0
4460,745,0,0
4461,745,0,0
4462,745,0,0
4463,745,0,0
4464,745,0,0
4465,741,-4,0
4466,741,0,0
4467,741,0,0
4468,741,0,0
4469,741,0,0
4470,741,0,0
4471,741,0,0
4472,741,0,0
4473,741,0,0
4474,741,0,0
4475,745,4,0
4476,745,0,0
4477,745,0,0
4478,745,0,0
4479,741,-4,0
4480,741,0,0
4481,741,0,0
4482,741,0,0
4483,741,0,0
4484,741,0,0
4485,741,0,0
4486,741,0,0
4487,741,0,0
4488,741,0,0
4489,741,0,0
4490,741,0,0
4491,741,0,0
4492,741,0,0
4493,741,0,0
4494,741,0,0
4495,741,0,0
4496,741,0,0
4497,741,0,0
4498,745,4,0
4499,745,0,0
4500,745,0,0
4501,741,-4,0
4502,741,0,0
4503,741,0,0
4504,741,0,0
4505,741,0,0
4506,741,0,0
4507,741,0,0
4508,741,0,0
4509,741,0,0
4510,741,0,0
4511,741,0,0
4512,741,0,0
4513,741,0,0
4514,741,0,0
4515,741,0,0
4516,741,0,0
4517,741,0,0
4518,741,0,0
4519,741,0,0
4520,741,0,0
4521,741,0,0
4522,741,0,0
4523,741,0,0
4524,741,0,0
4525,741,0,0
4526,741,0,0
4527,741,0,0
4528,741,0,0
4529,741,0,0
4530,741,0,0
4531,741,0,0
4532,720,-21,0
4533,720,0,0
4534,720,0,0
4535,741,21,0
4536,741,0,0
4537,741,0,0
4538,741,0,0
4539,741,0,0
4540,741,0,0
4541,741,0,0
4542,741,0,0
4543,741,0,0
4544,741,0,0
4545,741,0,0
4546,741,0,0
4547,741,0,0
4548,741,0,0
4549,741,0,0
4550,741,0,0
4551,741,0,0
4552,741,0,0
4553,741,0,0
4554,741,0,0
4555,741,0,0
4556,741,0,0
4557,741,0,0
4558,741,0,0
4559,741,0,0
4560,741,0,0
4561,741,0,0
4562,741,0,0
4563,741,0,0
4564,741,0,0
4565,741,0,0
4566,741,0,0
4567,741,0,0
4568,741,0,0
4569,741,0,0
4570,741,0,0
4571,741,0,0
4572,741,0,0
4573,741,0,0
4574,741,0,0
4575,741,0,0
4576,741,0,0
4577,741,0,0
4578,741,0,0
4579,741,0,0
4580,741,0,0
4581,741,0,0
4582,741,0,0
4583,741,0,0
4584,741,0,0
4585,741,0,0
4586,741,0,0
4587,741,0,0
4588,741,0,0
4589,741,0,0
4590,741,0,0
4591,741,0,0
4592,741,0,0
4593,741,0,0
4594,741,0,0
4595,741,0,0
4596,741,0,0
4597,741,0,0
4598,741,0,0
4599,741,0,0
4600,741,0,0
4601,741,0,0
4602,741,0,0
4603,741,0,0
4604,741,0,0
4605,741,0,0
4606,741,0,0
4607,741,0,0
4608,741,0,0
4609,741,0,0
4610,741,0,0
4611,741,0,0
4612,741,0,0
4613,741,0,0
4614,741,0,0
4615,741,0,0
4616,725,-16,0
4617,725,0,0
4618,725,0,0
4619,725,0,0
4620,741,16,0
4621,741,0,0
4622,741,0,0
4623,741,0,0
4624,741,0,0
4625,741,0,0
4626,741,0,0
4627,741,0,0
4628,741,0,0
4629,741,0,0
4630,741,0,0
4631,741,0,0
4632,741,0,0
4633,741,0,0
4634,741,0,0
4635,741,0,0
4636,741,0,0
4637,741,0,0
4638,741,0,0
4639,741,0,0
4640,741,0,0
4641,741,0,0
4642,741,0,0
4643,741,0,0
4644,741,0,0
4645,741,0,0
4646,741,0,0
4647,741,0,0
4648,741,0,0
4649,741,0,0
4650,741,0,0
4651,741,0,0
4652,741,0,0
4653,741,0,0
4654,741,0,0
4655,741,0,0
4656,741,0,0
4657,741,0,0
4658,741,0,0
4659,741,0,0
4660,741,0,0
4661,741,0,0
4662,741,0,0
4663,741,0,0
4664,741,0,0
4665,741,0,0
4666,741,0,0
4667,77,-664,0
4668,741,664,0
4669,741,0,0
4670,741,0,0
4671,741,0,0
4672,741,0,0
4673,741,0,0
4674,741,0,0
4675,741,0,0
4676,741,0,0
4677,741,0,0
4678,741,0,0
4679,741,0,0
4680,741,0,0
4681,741,0,0
4682,741,0,0
4683,741,0,0
4684,741,0,0
